name,url,rate,delivery,sale,price
Penguin  بين باج كرسي ووتر بروف - 95 * 80 - موف,https://www.jumia.com.eg//ar/penguin-chair-bean-bag-waterproof-95-80-purple-40314752.html,0 out of 5,جنيه 52.44,0%,جنيه 649.00
Multi-purpose Tool Durable Multi-purpose Tool Gadgets,https://www.jumia.com.eg//ar/generic-multi-purpose-tool-durable-multi-purpose-tool-gadgets-black-37136088.html,5 out of 5,جنيه 28.96,50%,جنيه 98.00
مرتبة مورا الطبى ضمان  عشر سنين المقاس 160 ارتفاع 30,https://www.jumia.com.eg//ar/generic-medical-mattress-width-160-length-195-high-30-24394271.html,5 out of 5,جنيه 172.14,14%,"جنيه 4,999.00"
General مكتب عصرى مع رفوف جانبية  - ابيض مع احمر - 90×40 سم,https://www.jumia.com.eg//ar/general-modern-office-with-side-shelves-white-red-9040-cm-38562565.html,0 out of 5,جنيه 52.44,54%,"جنيه 1,850.00"
مرتبة مورا ضمان عشر سنين المقاس 160 ارتفاع 25,https://www.jumia.com.eg//ar/generic-mattress-width-160-length-195-high-25-24333649.html,5 out of 5,جنيه 172.14,12%,"جنيه 4,599.00"
مكتبه تليفزيون 180*40*40 سم ,https://www.jumia.com.eg//ar/generic-modern-t.v-unit-1804040-cm-38263284.html,0 out of 5,جنيه 52.44,36%,"جنيه 6,000.00"
Sarcomisr Office Chair Set - 3 Pcs - Mesh Black,https://www.jumia.com.eg//ar/sarcomisr-office-chair-set-3-pcs-mesh-black-17837930.html,4.2 out of 5,جنيه 52.44,6%,"جنيه 3,500.00"
هوم جاليري رف حائط 80x20 بيج,https://www.jumia.com.eg//ar/generic-home-gallery-floating-shelf-80x20-beige-26929239.html,0 out of 5,جنيه 22.23,17%,جنيه 228.00
Gad Woods طاولة تلفزيون عصرية - 80*45*30 سم - أبيض,https://www.jumia.com.eg//ar/gad-woods-modern-tv-table-804530cm-white-27066253.html,0 out of 5,جنيه 172.14,50%,"جنيه 1,300.00"
بف عسيري حشو قطن يدوي  - نبيتي,https://www.jumia.com.eg//ar/generic-asseri-cotton-buff-stuffed-handmade-modern-dark-red-30506752.html,0 out of 5,جنيه 52.44,0%,جنيه 375.00
Royal Home سريركابتونيه مودرن خشب  160*195 سم,https://www.jumia.com.eg//ar/royal-home-stylish-modern-captain-bed-160195-cm-29237142.html,0 out of 5,جنيه 172.14,9%,"جنيه 5,500.00"
Flamingo بين باج ستاندرد من فلامينجو,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-yellow-23416539.html,2 out of 5,جنيه 52.44,0%,جنيه 670.00
دولاب شانون ارفف تخزين بيج فى بنى 4 ارفف,https://www.jumia.com.eg//ar/generic-cupboard-storage-shelves-page-in-4-shelves-24964123.html,4.3 out of 5,جنيه 10.83,13%,جنيه 759.00
Rango ركنة سرير 260×170 وفوتية 90×120,https://www.jumia.com.eg//ar/rango-corner-sofabed-260170-cm-chair-90120-cm-19079043.html,0 out of 5,جنيه 172.14,11%,"جنيه 9,000.00"
Sarcomisr كرسي مكتبي انتظار - جلد اسود,https://www.jumia.com.eg//ar/sarcomisr-waiting-chair-black-leather-19562967.html,4.7 out of 5,جنيه 52.44,13%,جنيه 635.00
مطبخ قطعتين طول 120 سم مع دولاب تخزين بالتربو - اسود,https://www.jumia.com.eg//ar/generic-kitchen-three-pieces-120-cm-cupboard-turbo-black-38800554.html,0 out of 5,جنيه 172.14,16%,"جنيه 9,500.00"
مكتب عملي للمساحات الصغيرة خصيصا للصغار - أبيض,https://www.jumia.com.eg//ar/generic-practical-desk-especially-for-youngs-white-10080-cm-31172486.html,0 out of 5,جنيه 172.14,50%,"جنيه 2,000.00"
هوم جاليري رف حائط 60x20 بني,https://www.jumia.com.eg//ar/generic-home-gallery-floating-shelf-60x20-brown-26929244.html,0 out of 5,جنيه 22.23,17%,جنيه 192.00
Global مرتبة ميلانو بيد - عرض 120 - إرتفاع 24سم,https://www.jumia.com.eg//ar/global-milano-bed-mattress-width-120-height-24-cm-29195575.html,0 out of 5,جنيه 172.14,0%,"جنيه 2,925.00"
Modern Home وحدة تلفاز مثبتة على الحائط ، خزانة 110 سم (أبيض),https://www.jumia.com.eg//ar/modern-home-wall-mounted-tv-unit-cabinet-110-cm-white-38067323.html,0 out of 5,جنيه 52.44,41%,جنيه 850.00
Homztown كلوف بين باج جلد اسود,https://www.jumia.com.eg//ar/homztown-glove-bean-bag-black-leather-23551148.html,0 out of 5,جنيه 52.44,34%,"جنيه 1,980.00"
كرسي مطبخ بار 50 سم,https://www.jumia.com.eg//ar/generic-kitchen-chair-bar-50-cm-13457867.html,0 out of 5,جنيه 52.44,13%,جنيه 375.00
"Family Bed مرتبة سرير اسفنج طبي مضغوط "" ريبوند "" ارتفاع 15 سم",https://www.jumia.com.eg//ar/family-bed-compressed-medical-sponge-mattress-height-15-cm-30916426.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,798.00 - جنيه 8,440.00"
كرسي محمول قابل للطي للتخييم في الحديقة ، كرسي للصيد والمشي لمسافات طويلة والسفر في الهواء الطلق....,https://www.jumia.com.eg//ar/portable-folding-garden-camping-stools-seat....-generic-mpg882503.html,5 out of 5,جنيه 52.44,48%,جنيه 550.00
Flamingo بين باج بوف من فلامينجو,https://www.jumia.com.eg//ar/flamingo-buff-waterproof-bean-bag-by-flamingo-grey-23416551.html,0 out of 5,جنيه 52.44,0%,جنيه 250.00
Flamingo لارج بين باج فلامينجو,https://www.jumia.com.eg//ar/flamingo-large-waterproof-bean-bag-by-flamingo-red-23416530.html,0 out of 5,جنيه 52.44,0%,جنيه 820.00
هوم جاليري رف حائط 60x20 رمادي,https://www.jumia.com.eg//ar/generic-home-gallery-floating-shelf-60x20-gray-26929236.html,0 out of 5,جنيه 22.23,17%,جنيه 192.00
Big كنبة سرير كلاسيك من بيج - نبيتي,https://www.jumia.com.eg//ar/big-classic-sofa-bed-from-big-maroon-22451649.html,5 out of 5,جنيه 172.14,30%,"جنيه 4,000.00"
Arikaty شازلونج 3×1-رمادي,https://www.jumia.com.eg//ar/arikaty-chazlong-3-1-gray-27302008.html,0 out of 5,جنيه 172.14,33%,"جنيه 2,999.00"
هوم جاليري وحدة تلفزيون 40x25x120 بني * أبيض,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-40x25x120-brownwhite-26929507.html,0 out of 5,جنيه 52.44,17%,"جنيه 3,450.00"
In Home سرير120 سم كاشمير,https://www.jumia.com.eg//ar/bed-120-cm-cashmere-in-home-mpg871828.html,5 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
مكتبه تليفزيون 180*40*40 سم اسود,https://www.jumia.com.eg//ar/generic-modern-t.v-unit-1804040-cm-black-38437793.html,0 out of 5,جنيه 52.44,54%,"جنيه 6,000.00"
Marfy Touch وحده تليفزيون مودرن - 130 * 50 * 40 سم - بنى / رمادى,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-1305040-cm-browngrey-16445987.html,0 out of 5,جنيه 172.14,31%,"جنيه 4,500.00"
Modern Home ترابيزة سرير جانبية مع رف تخزين - اسود 55*40*40,https://www.jumia.com.eg//ar/modern-home-bedside-table-side-table-with-storage-black-554040-cm-305-27152038.html,0 out of 5,جنيه 172.14,58%,"جنيه 1,200.00"
ترابيزه انتريه - 80*45*40,https://www.jumia.com.eg//ar/generic-modern-table-80x-45-x-40cm-33830147.html,0 out of 5,جنيه 172.14,44%,"جنيه 2,500.00"
مكتب خشبي بارفف مفتوحه 60*75*145 سم,https://www.jumia.com.eg//ar/generic-modern-desk-with-open-shelves-6075145-cm-32140577.html,0 out of 5,جنيه 52.44,9%,"جنيه 2,200.00"
طقم كعب كرسى سيليكون للحفاظ على الارضية 4 قطع ابيض,https://www.jumia.com.eg//ar/generic-4pc-table-chair-leg-silicone-cap-pad-furniture-table-feet-cover-floor-protector-white-29284122.html,0 out of 5,جنيه 52.44,10%,جنيه 50.00
100*40*75 - مكتب منزلي للدراسه  - ابيض,https://www.jumia.com.eg//ar/generic-home-studying-office-desk-100x40x75cm-white-37973154.html,0 out of 5,جنيه 172.14,24%,"جنيه 1,650.00"
Modern Home Office Desk - 90*40 - Black,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-brown-37494623.html,0 out of 5,جنيه 52.44,45%,"جنيه 1,700.00"
Bean2GO 3 ميديم بين باج من فلامينجو,https://www.jumia.com.eg//ar/bean2go-4-medium-beanbag-by-flamingo-29681563.html,0 out of 5,جنيه 52.44,0%,"جنيه 2,499.00"
General Home  Studying Desk - 90x80x40 -  White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x75x40-white-38835534.html,0 out of 5,جنيه 172.14,53%,"جنيه 1,900.00"
Modern Home وحدة تخزين الكتب والاكسسوارات والديكور-ابيض-W8_W,https://www.jumia.com.eg//ar/modern-home-storage-unit-for-books-accessories-and-decoration-white-w8w-21218891.html,0 out of 5,جنيه 52.44,23%,"جنيه 1,200.00"
Penguin Group  بين باج كرسي ووتر بروف - 95 * 80 - تركواز,https://www.jumia.com.eg//ar/penguin-group-chair-bean-bag-waterproof-95-80-turquoise-22982625.html,0 out of 5,جنيه 52.44,12%,جنيه 740.00
Marfy Touch بوفيه انيق  -بني,https://www.jumia.com.eg//ar/marfy-touch-distinctive-buffet-120x40x80-from-marfy-touch-22326488.html,0 out of 5,جنيه 52.44,40%,"جنيه 6,000.00"
Big كنبة سرير سوبر من بيج - رمادي,https://www.jumia.com.eg//ar/big-super-sofa-bed-beige-22454260.html,5 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
أريكة كرسي هوائي للاستخدام في الأماكن المغلقة والمفتوحة، قابلة للنفخ من بين باج,https://www.jumia.com.eg//ar/indoor-and-outdoor-inflatable-bean-bag-air-chair-sofa-generic-mpg875697.html,1 out of 5,جنيه 52.44,33%,"جنيه 1,499.00"
كرسي بلاستيك-( 2 قطعة),https://www.jumia.com.eg//ar/plastic-chair-brown-2pc-generic-mpg846597.html,3.3 out of 5,جنيه 52.44,12%,جنيه 150.00
90*40*75 - مكتب منزلي للدراسه  - ابيض,https://www.jumia.com.eg//ar/generic-home-studying-office-9040x75-white-37494589.html,0 out of 5,جنيه 172.14,46%,"جنيه 1,550.00"
ترابيزه قابله لتعديل الارتفاع,https://www.jumia.com.eg//ar/generic-foldable-table-adjustable-height-27007075.html,0 out of 5,جنيه 52.44,0%,جنيه 777.00
Big ركنة سرير كلاسيك من بيج - بني,https://www.jumia.com.eg//ar/big-classic-corner-bed-from-big-brouwn-22451658.html,0 out of 5,جنيه 172.14,11%,"جنيه 5,500.00"
General وحده ارفف 170*45*20 سم  لون خشبي مع ابيض,https://www.jumia.com.eg//ar/general-modern-wooden-shelf-1704520-cm-wooden-color-with-white-38826759.html,0 out of 5,جنيه 52.44,63%,"جنيه 2,200.00"
كرسي بار خشب - 60 سم,https://www.jumia.com.eg//ar/bar-wooden-chair-60-cm-generic-mpg727803.html,3.9 out of 5,جنيه 52.44,16%,جنيه 450.00
مرتبة مورا ضمان عشر سنين المقاس 180 ارتفاع 30,https://www.jumia.com.eg//ar/generic-mora-mattress-width-180-length-195-high-30-24305099.html,0 out of 5,جنيه 172.14,17%,"جنيه 4,999.00"
Arikaty كنبة بريمو سرير من بيج - كحلي,https://www.jumia.com.eg//ar/arikaty-brimo-sofa-bed-from-big-navy-27302002.html,0 out of 5,جنيه 172.14,28%,"جنيه 4,999.00"
Rango شازلونج - 190×70سم -جنزاري,https://www.jumia.com.eg//ar/rango-lounge-chair-70190-cm-teal-22748497.html,0 out of 5,جنيه 172.14,33%,"جنيه 2,999.00"
Habitat هابيتات (جولد) - 120*195 مرتبة سوسست متصلة - ارتفاع : 23سم,https://www.jumia.com.eg//ar/habitat-gold-pocket-spring-mattress-120x195-height-23cm-33193842.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,349.00"
كرسي قابل للطي محمول في الهواء الطلق كرسي قابل للطي للصيد والتنزه والنزهات والشواء القماش قابل للطي للتخييم كرسي الشاطئ,https://www.jumia.com.eg//ar/generic-portable-folding-chair-outdoor-folding-stool-for-fishing-hiking-picnic-bbq-oxford-cloth-foldable-camping-beach-chair-blue-light-29169198.html,0 out of 5,جنيه 52.44,0%,جنيه 600.00
Modern Home Modern Library With Matching Shelves _Red_W10,https://www.jumia.com.eg//ar/modern-home-modern-library-with-matching-shelves-redw10-21310281.html,4 out of 5,جنيه 52.44,14%,"جنيه 1,450.00"
buft1 Buffet - Brown,https://www.jumia.com.eg//ar/generic-luxury-buft1-buffet-brown-24207749.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,000.00"
بف حشو قطن يدوي  - سود,https://www.jumia.com.eg//ar/generic-heritage-cotton-buff-stuffed-handmade-modern-black-30506730.html,0 out of 5,جنيه 52.44,0%,جنيه 375.00
Flamingo بين باج بوف من فلامينجو,https://www.jumia.com.eg//ar/flamingo-buff-waterproof-bean-bag-by-flamingo-turquiose-23416552.html,5 out of 5,جنيه 52.44,0%,جنيه 299.00
سرير إضافي مقاس 80*190,https://www.jumia.com.eg//ar/generic-extra-bed-80190-38387459.html,0 out of 5,جنيه 172.14,19%,"جنيه 4,000.00"
Marfy Touch Modern Wooden 3 Tables - Brown,https://www.jumia.com.eg//ar/modern-wooden-3-tables-brown-marfy-touch-mpg757592.html,3.8 out of 5,جنيه 52.44,56%,"جنيه 2,700.00"
ترابيزة برخامة بيج,https://www.jumia.com.eg//ar/generic-coffee-table-with-beige-marble-20821824.html,0 out of 5,جنيه 172.14,0%,جنيه 920.00
ترابيزة تليفزيون 120*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38494809.html,0 out of 5,جنيه 52.44,72%,"جنيه 3,000.00"
 كرسي مدير ابيض طبي مكتبي - شبك احمر,https://www.jumia.com.eg//ar/generic-white-medical-office-director-chair-red-mesh-39103500.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,850.00"
Wooden Foldable Table - 60100,https://www.jumia.com.eg//ar/generic-wooden-foldable-table-60100-28198498.html,0 out of 5,جنيه 172.14,50%,جنيه 888.00
Ariika ليتل تود بين باج,https://www.jumia.com.eg//ar/ariika-little-todd-beanbag-23133745.html,0 out of 5,جنيه 52.44,34%,جنيه 350.00
Sarcomisr كرسى انتظار,https://www.jumia.com.eg//ar/sarcomisr-waiting-chair-1637542.html,4.2 out of 5,جنيه 52.44,18%,جنيه 600.00
ترابيزة خشبية مربعة، 3 دور، 40×40×60 سم - اسود,https://www.jumia.com.eg//ar/generic-table-39048018.html,0 out of 5,جنيه 172.14,0%,جنيه 399.00
El Helal W El Negma كرسي أطفال بلاستيك - بندق -,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-pink-rose-28222188.html,0 out of 5,جنيه 52.44,0%,جنيه 230.00
El Helal W El Negma كرسي أطفال بلاستيك - بندق -,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-dark-blue-28222191.html,0 out of 5,جنيه 52.44,0%,جنيه 240.00
مرتبة مورا الطبى ضمان  عشر سنين المقاس 180 ارتفاع 25,https://www.jumia.com.eg//ar/generic-medical-mattress-width-180-length-195-high-25-28210269.html,0 out of 5,جنيه 172.14,23%,"جنيه 5,699.00"
Modern Home Office Desk - 90*40 - White/Black,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-whiteblack-37494617.html,0 out of 5,جنيه 52.44,53%,"جنيه 1,999.00"
كرسي وطقطوقه بلاستيك- بني6 قطعة,https://www.jumia.com.eg//ar/generic-plastic-chair-and-clamp-brown-6-pieces-26465989.html,0 out of 5,جنيه 52.44,10%,جنيه 400.00
In Home سرير 160سم كابتونيه بيج,https://www.jumia.com.eg//ar/in-home-bed-160cm-capton-beige-23887181.html,4 out of 5,جنيه 172.14,0%,"جنيه 4,000.00"
Artistico وحدة ادراج درج + دلفه,https://www.jumia.com.eg//ar/artistico-domino-office-cabinet-60-cm-18023739.html,5 out of 5,جنيه 172.14,10%,"جنيه 3,300.00"
Arikaty ركنة سرير -ريتش,https://www.jumia.com.eg//ar/arikaty-corner-bed-beige-22735043.html,4 out of 5,جنيه 172.14,15%,"جنيه 6,499.00"
Arikaty ركنة سرير -ريتش,https://www.jumia.com.eg//ar/arikaty-corner-bed-beige-22735043.html,4 out of 5,جنيه 172.14,15%,"جنيه 6,499.00"
Rango Romantic Chair - Beige,https://www.jumia.com.eg//ar/rango-romantic-chair-beige-20552798.html,4.5 out of 5,جنيه 172.14,27%,"جنيه 3,000.00"
5 Storage Shelves From Khorshid,https://www.jumia.com.eg//ar/generic-5-storage-shelves-from-khorshid-27683629.html,0 out of 5,جنيه 10.83,26%,"جنيه 1,000.00"
Multipurpose Adjustable Table Mate - White,https://www.jumia.com.eg//ar/multipurpose-adjustable-table-mate-white-generic-mpg758889.html,0 out of 5,جنيه 172.14,22%,جنيه 222.00
Portable Folding Chair Ultra-Lightweight For Camping,https://www.jumia.com.eg//ar/generic-portable-folding-chair-ultra-lightweight-for-camping-33385560.html,0 out of 5,جنيه 324.77,47%,"جنيه 1,595.40"
ترابيزة تليفزيون ابيض 120,https://www.jumia.com.eg//ar/generic-tv-modern-table-white-120-cm-33902735.html,0 out of 5,جنيه 172.14,27%,"جنيه 2,750.00"
Cozy كوزى كومفى بين باج (80*55*50),https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278034.html,0 out of 5,جنيه 52.44,0%,جنيه 499.00
سريركابتونيه مودرن خشب  120*195 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120120195-cm-29237143.html,0 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
General كرسي مكتبي مع ظهر متوسط الحجم وعجلات بلاستيكية,https://www.jumia.com.eg//ar/general-office-chair-with-medium-back-and-plastic-wheels-40433486.html,0 out of 5,جنيه 52.44,39%,"جنيه 1,700.00"
ترابيزة تليفزيون 120*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38469018.html,0 out of 5,جنيه 52.44,68%,"جنيه 3,000.00"
Big كنبة سرير سوبر من بيج - جنزاري,https://www.jumia.com.eg//ar/big-super-sofa-bed-teal-22454269.html,1 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
Modern Home Office Desk - 90*40 - Brown,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-brown-37494624.html,0 out of 5,جنيه 52.44,53%,"جنيه 1,999.00"
سريركابتونيه مودرن خشب  120*195 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-33965465.html,0 out of 5,جنيه 172.14,0%,"جنيه 6,500.00"
Sofa Covers Wing Chair Elastic Fabric Stretch Couch,https://www.jumia.com.eg//ar/generic-sofa-covers-wing-chair-elastic-fabric-stretch-couch-25017648.html,0 out of 5,جنيه 661.28,34%,"جنيه 1,990.00"
هوم جاليري طاولة مكتب معدن قوي رمادي - بني 100x60,https://www.jumia.com.eg//ar/generic-home-gallery-strong-gray-metal-office-desk-brown-100x60-27526531.html,0 out of 5,جنيه 52.44,17%,"جنيه 1,794.00"
100 Holes Manual Capsule Filling Machine #0 Pharmaceutical,https://www.jumia.com.eg//ar/generic-100-holes-manual-capsule-filling-machine-0-pharmaceutical-37668581.html,0 out of 5,جنيه 482.23,50%,"جنيه 2,323.20"
Sola ترابيزة قهوة قطعتين أسود من سولا,https://www.jumia.com.eg//ar/sola-coffee-table-two-pieces-black-from-sola-37973057.html,0 out of 5,جنيه 172.14,24%,"جنيه 4,500.00"
Wooden Folding Chair,https://www.jumia.com.eg//ar/generic-wooden-folding-chair-13457996.html,0 out of 5,جنيه 52.44,27%,جنيه 650.00
Habitat هابيتات (كونتراكت) - مرتبة سوست متصلة- 160*195 - ارتفاع : 26سم,https://www.jumia.com.eg//ar/habitat-contract-pocket-spring-mattress-160x195-height-26cm-33193820.html,0 out of 5,جنيه 172.14,0%,"جنيه 5,164.00"
Metal Chair - Black,https://www.jumia.com.eg//ar/generic-metal-chair-black-31741171.html,0 out of 5,جنيه 52.44,50%,جنيه 999.00
ترابيزه منطبقه مميزه للقراءه والموبايل و الأكل,https://www.jumia.com.eg//ar/generic-portable-table-lapdesks-for-home-work-and-study-60cmx40cm-22764464.html,0 out of 5,جنيه 52.44,27%,جنيه 300.00
Sola ترابيزة قهوة - فضي ستانلس ستيل زجاج أبيض سيكوريت 6 مم ,https://www.jumia.com.eg//ar/sola-coffee-table-silver-stainless-steel-securit-white-glass-6-mm-27066689.html,0 out of 5,جنيه 172.14,20%,"جنيه 6,500.00"
كرسي بار خشب - ٥٠ سم,https://www.jumia.com.eg//ar/bar-wooden-chair-50-cm-generic-mpg759321.html,5 out of 5,جنيه 52.44,43%,جنيه 650.00
Big ركنة سرير ريتش من بيج - نبيتي,https://www.jumia.com.eg//ar/big-rich-corner-bed-maroon-22454254.html,0 out of 5,جنيه 172.14,5%,"جنيه 5,500.00"
TV Table - 100x30x45Cm - Black,https://www.jumia.com.eg//ar/tv-table-100x30x45cm-black-generic-mpg749510.html,5 out of 5,جنيه 172.14,50%,"جنيه 1,600.00"
Modern Home طاولة قهوة عصرية - 60×60×20 سم - اسود,https://www.jumia.com.eg//ar/modern-home-modern-coffee-table-606020-cm-black-15961416.html,4 out of 5,جنيه 172.14,50%,جنيه 800.00
Homztown دوت بين باج,https://www.jumia.com.eg//ar/homztown-dot-sabia-beanbag-beige-24250270.html,0 out of 5,جنيه 52.44,0%,جنيه 270.00
General كرسي مكتبي مع ظهر متوسط الحجم وعجلات بلاستيكية,https://www.jumia.com.eg//ar/general-office-chair-with-medium-back-and-plastic-wheels-40433482.html,0 out of 5,جنيه 52.44,39%,"جنيه 1,700.00"
طاوله وكرسى شنطه,https://www.jumia.com.eg//ar/generic-table-and-chair-bag-26220667.html,0 out of 5,جنيه 52.44,44%,جنيه 500.00
"Family Bed مرتبة سرير اسفنج طبي مضغوط "" ريبوند "" ارتفاع 20 سم",https://www.jumia.com.eg//ar/family-bed-compressed-medical-sponge-mattress-height-20-cm-30916423.html,0 out of 5,جنيه 172.14,0%,"جنيه 5,063.00 - جنيه 11,250.00"
General ترابيزة سرير جانبية مع رف تخزين - ابيض - 40*30*55,https://www.jumia.com.eg//ar/general-bedside-table-side-table-with-drawer-white-403055-cm-304-38827001.html,0 out of 5,جنيه 172.14,0%,"جنيه 1,000.00"
SunBoat Commerce طاولة قابلة للطي 120 سم,https://www.jumia.com.eg//ar/sunboat-commerce-folding-table-120-cm-22900432.html,0 out of 5,جنيه 52.44,25%,"جنيه 11,200.00"
Rango ركنة سرير - 260×190سم -بني,https://www.jumia.com.eg//ar/rango-corner-bed-260x190-cm-brown-free-pouf-4040cm-15932028.html,0 out of 5,جنيه 172.14,21%,"جنيه 7,000.00"
طاولة جانبية بارجل من خشب زان وسطح من بلاستيك PVC بشكل عصري من مومنتم، مقاس 40 سم,https://www.jumia.com.eg//ar/generic-momentum-modern-side-table-39113467.html,0 out of 5,جنيه 172.14,0%,جنيه 406.00
Habitat هابيتات (كونتراكت) - مرتبة سوست متصلة - 120*200 - ارتفاع : 26سم,https://www.jumia.com.eg//ar/habitat-contract-pocket-spring-mattress-120x200-height-26cm-33193824.html,5 out of 5,جنيه 172.14,0%,"جنيه 3,872.00"
مجموعة أدوات رافع الأثاث,https://www.jumia.com.eg//ar/generic-furniture-lifter-mover-tool-set-30926260.html,0 out of 5,جنيه 52.44,40%,جنيه 230.00
Family Bed مرتبه سرير سوست منفصله روما ارتفاع 20,https://www.jumia.com.eg//ar/family-bed-roma-pocket-spring-mattress-height-20-cm-32592196.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,933.00 - جنيه 8,740.00"
90*40*75 - مكتب منزلي للدراسه  - بني,https://www.jumia.com.eg//ar/generic-home-studying-office-9040x75-brown-37494570.html,0 out of 5,جنيه 172.14,54%,"جنيه 1,850.00"
100*40*75 - مكتب منزلي للدراسه  - اسود,https://www.jumia.com.eg//ar/generic-home-studying-office-desk-100x40x75cm-black-38484236.html,0 out of 5,جنيه 172.14,48%,"جنيه 2,200.00"
Sola 3-piece Nested Stainless Steel Table Set,https://www.jumia.com.eg//ar/sola-3-piece-nested-stainless-steel-table-set-27681764.html,0 out of 5,جنيه 172.14,19%,"جنيه 6,200.00"
سفرة طعام خشب طبيعي ٦ كراسي,https://www.jumia.com.eg//ar/generic-natural-wood-dining-table-set-7-pcs-40207149.html,0 out of 5,جنيه 172.14,0%,"جنيه 20,000.00"
Arikaty كنبة سرير وصحارة - رمادي,https://www.jumia.com.eg//ar/arikaty-sofa-bed-with-storage-grey-22748512.html,0 out of 5,جنيه 172.14,25%,"جنيه 5,999.00"
OR 40*30cm DIY Diamond Style Square Great Outskirts Red House Embroidery Painting multi color,https://www.jumia.com.eg//ar/generic-or-4030cm-diy-diamond-style-square-great-outskirts-red-house-embroidery-painting-multi-color-16399363.html,0 out of 5,جنيه 92.40,68%,جنيه 338.00
Flamingo بين باج اكس لارج من فلامينجو,https://www.jumia.com.eg//ar/flamingo-x-large-waterproof-bean-bag-by-flamingo-blue-23416557.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,250.00"
كرسى استقبال معدنى,https://www.jumia.com.eg//ar/generic-metal-reception-chair-26870824.html,0 out of 5,جنيه 52.44,20%,جنيه 500.00
كرسي وطقطوقه بلاستيك- بني 8 قطعة,https://www.jumia.com.eg//ar/generic-plastic-chair-and-taqqa-brown-8-pieces-26465986.html,5 out of 5,جنيه 52.44,45%,"جنيه 1,000.00"
At Home ركنه 2 قطعه بيج,https://www.jumia.com.eg//ar/at-home-corner-2-pieces-beige-25075506.html,0 out of 5,جنيه 172.14,0%,"جنيه 9,000.00"
كادي بوف (صناعة يدوية) قطر 50 * 25 ارتفاع سم,https://www.jumia.com.eg//ar/generic-kade-pouf-hand-made-50-diameter-25-height-cm-29499426.html,0 out of 5,جنيه 52.44,25%,"جنيه 1,200.00"
Sarcomisr Office Chair - Black,https://www.jumia.com.eg//ar/sarcomisr-computer-chair-black-1134932.html,4.6 out of 5,جنيه 52.44,0%,"جنيه 1,700.00"
El Helal W El Negma كرسي أطفال بلاستيك - بندق - احمر,https://www.jumia.com.eg//ar/el-helal-w-el-negma-children-plastic-chair-red-and-yellow-28222187.html,0 out of 5,جنيه 52.44,0%,جنيه 240.00
At Home سرير بيج ١٦٠ سم بيج,https://www.jumia.com.eg//ar/at-home-beige-bed-160-cm-beige-25061832.html,3.7 out of 5,جنيه 172.14,0%,"جنيه 4,000.00"
كرسي شيزلونج رومانسي  45*160 سم,https://www.jumia.com.eg//ar/generic-romantic-chaise-longue-16045-cm-37365967.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,000.00"
In Home سرير100سم كابتونيه بيج,https://www.jumia.com.eg//ar/bed-100-cm-kapton-gray-in-home-mpg871826.html,3.5 out of 5,جنيه 172.14,0%,"جنيه 2,500.00"
مكتب للمنزل تصميم مودرن 90*40 سم,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-39699067.html,0 out of 5,جنيه 52.44,0%,جنيه 860.00
Ariika ليتل تود بين باج,https://www.jumia.com.eg//ar/ariika-little-todd-beanbag-23133758.html,0 out of 5,جنيه 52.44,34%,جنيه 350.00
Cozy كوزى كومفى بين باج (80*55*50),https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278043.html,0 out of 5,جنيه 52.44,0%,جنيه 499.00
Sola طقم ترابيزات جانبية ثلاث قطع أسود -سطح زجاجي أسود من سولا,https://www.jumia.com.eg//ar/sola-three-piece-black-side-table-set-black-glass-top-30762111.html,0 out of 5,جنيه 172.14,13%,"جنيه 2,800.00"
Big كنبة بريمو سرير من بيج - جنزاري,https://www.jumia.com.eg//ar/big-brimo-sofa-bed-from-big-teal-22451641.html,0 out of 5,جنيه 172.14,13%,"جنيه 4,500.00"
